Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,<30,30s,40s,50s,60s,70s,80+,Total_pop,<30_%,30s_%,40s_%,50s_%,60s_%,70s_%,80+_%,est_death_rate_%,deaths/confirmed_%,deaths/million
Belize,2020-04-11 22:45:13,17.1899,-88.4976,13,2,0,206451.0,43518.0,32302.0,20360.0,10620.0,6059.0,3378.0,322688.0,63.9785179492265,13.48609182863943,10.010288575961921,6.3095001983339944,3.291104720349068,1.877665113050377,1.0468316144387149,0.254212428103927,15.384615384615385,6.1979373264577555
Benin,2020-04-11 22:45:13,9.3077,2.3158,35,1,5,4918629.0,754798.0,460544.0,261394.0,180643.0,103389.0,92161.0,6771558.0,72.63659264234317,11.1465928520438,6.801152703705705,3.8601751620528097,2.667672638999769,1.5268125887720374,1.361001412082714,0.23704857877611032,2.857142857142857,0.14767650221706732
Bhutan,2020-04-11 22:45:13,27.5142,90.4336,5,0,2,412398.0,120729.0,77028.0,53215.0,35365.0,19339.0,9841.0,727915.0,56.6546918252818,16.585590350521695,10.582004767040107,7.3106063207929495,4.858396928212772,2.6567662433113757,1.3519435648393012,0.340866859454744,0.0,0.0
Bolivia,2020-04-11 22:45:13,-16.2902,-63.5887,275,20,2,6063051.0,1384863.0,1006685.0,727245.0,484396.0,251699.0,143814.0,10061753.0,60.25839632517316,13.763635422177428,10.00506571767365,7.227816067438746,4.814230681273929,2.5015422262899913,1.4293135599730982,0.3353703176772477,7.2727272727272725,1.9877252005689268
Bosnia and Herzegovina,2020-04-11 22:45:13,43.9159,17.6791,946,37,139,1266835.0,501899.0,502066.0,535112.0,376820.0,257722.0,90705.0,3531159.0,35.87589797004326,14.21343530551867,14.218164630932788,15.154004676651489,10.671283847597914,7.298510205855924,2.568703363399949,0.7478994573736272,3.9112050739957716,10.478146127093115
Botswana,2020-04-11 22:45:13,-22.3285,24.6849,13,1,0,1278718.0,305761.0,181558.0,120411.0,65331.0,40153.0,32972.0,2024904.0,63.149561658231704,15.100024494988403,8.966252227266084,5.94650413056619,3.2263751763046544,1.9829582044383338,1.628324108204636,0.2987544594706712,7.6923076923076925,0.49385057266912413
Brazil,2020-04-11 22:45:13,-14.235,-51.9253,20727,1124,173,97272772.0,29633091.0,24842716.0,18416623.0,11349930.0,6305083.0,2935584.0,190755799.0,50.993349879759094,15.534568886160047,13.023308402802474,9.654554722082132,5.94997900955032,3.305316552919054,1.5389225467268757,0.40935681646040023,5.422878371206639,5.892350355230878
Brunei,2020-04-11 22:45:13,4.5353,114.7277,136,1,104,211737.0,70692.0,54732.0,33825.0,13606.0,6502.0,2413.0,393507.0,53.80768321783348,17.964610540600294,13.908774176825316,8.595781015331367,3.4576259126267135,1.652321305593039,0.6132038311897883,0.23332138945431724,0.7352941176470588,2.5412508544956
Bulgaria,2020-04-11 22:45:13,42.7339,25.4858,661,28,62,2087843.0,979421.0,1067440.0,945874.0,967186.0,663980.0,338352.0,7050096.0,29.614391066447887,13.892307282056867,15.1407867353863,13.416469789914917,13.718763545914836,9.41802778288409,4.7992537973950995,1.0390018944422883,4.236006051437216,3.9715771246235514
Burkina Faso,2020-04-11 22:45:13,12.2383,-1.5616,484,27,155,10169159.0,1451644.0,977026.0,632373.0,402571.0,213395.0,104177.0,13950345.0,72.89539434329402,10.405792831646817,7.003597402071418,4.533027677810118,2.885742252252543,1.5296754309660443,0.7467700619590412,0.19837112272133772,5.578512396694215,1.9354360053461044
Burma,2020-04-11 22:45:13,21.9162,95.956,38,3,2,27502761.0,7462341.0,6229221.0,4611169.0,2641338.0,1266468.0,573191.0,50286489.0,54.6921480240945,14.839654047034385,12.387464553351498,9.169797080086463,5.252579872895879,2.5185055174561897,1.1398509050810846,0.33306000743062414,7.894736842105263,0.059658171800381604
Burundi,2020-04-11 22:45:13,-3.3731,29.9189,5,0,0,5896014.0,786384.0,584610.0,370004.0,174837.0,98598.0,55893.0,7966340.0,74.01157871745369,9.871333636274624,7.338501746096703,4.644592121350582,2.194696686307639,1.2376825493262904,0.7016145431904739,0.17244525089313284,0.0,0.0
Cabo Verde,2020-04-11 22:45:13,16.5388,-23.0418,8,1,1,311941.0,61740.0,49803.0,30304.0,12408.0,16100.0,9032.0,491328.0,63.489359450306104,12.565943728018759,10.136405822586948,6.1677738700013025,2.5254005470887066,3.2768333984629407,1.8382831835352351,0.35851467858538494,12.5,2.03530024749251
Cambodia,2020-04-11 22:45:13,11.55,104.9167,120,0,75,8735645.0,1538183.0,1391101.0,881842.0,494450.0,266831.0,88249.0,13396301.0,65.20938130607846,11.482147198693132,10.384217255196043,6.582727575320979,3.6909442390104554,1.9918259525521262,0.6587564731488191,0.2366404203667863,0.0,0.0
