country,update,lat,long,confirmed,deaths,recovered,under30,thirties,fourties,fifties,sixties,seventies,eighties,total_pop,under30_frac,thirties_frac,fourties_frac,fifties_frac,sixties_frac,seventies_frac,eighties_frac,est_death_percent,deaths_per_conf_perc,deaths_per_10k,over_sixty,over_sixty_perc,relative_pop
Indonesia,2020-04-15 22:56:32,-0.7893,113.9213,5136,469,446,130686073.0,38335816.0,30565834.0,20009891.0,10752792.0,5434236.0,1856684.0,237641326.0,54.992990991810906,16.13179687442074,12.86217111917647,8.420206761512516,4.524798855902698,2.2867386289537874,0.7812967682228805,0.285129906235248,9.131619937694705,0.019735624602599634,18043712.0,7.592834253079365,0.17830086138050544
Iran,2020-04-15 22:56:32,32.427908,53.68804599999999,76389,4777,49933,39245674.0,15638511.0,10351430.0,7276564.0,4254037.0,2064017.0,1096037.0,79926270.0,49.10234645004702,19.56617142273748,12.95122367151626,9.104095562072395,5.322451554413837,2.582401255557153,1.3713100836558494,0.3585481306709296,6.253518176700834,0.5976758329895789,7414091.0,9.27616289362684,0.05996820093459187
Ireland,2020-04-15 22:56:32,53.1424,-7.6921,12547,444,77,1894762.0,733791.0,705708.0,582705.0,459496.0,295945.0,157985.0,4830392.0,39.22584336840571,15.191127345358307,14.60974595850606,12.063306663310142,9.512602703879933,6.126728431150101,3.270645529389747,0.7196789411708201,3.538694508647485,0.9191800582644224,913426.0,18.90997666441978,0.003624214141969156
Israel,2020-04-15 22:56:32,31.046051,34.851612,12501,130,2563,4374894.0,1152735.0,1018136.0,799442.0,711310.0,404484.0,252264.0,8713265.0,50.20958274538878,13.229656162184899,11.684896534192408,9.174999268356924,8.163529974125657,4.642163414058909,2.8951719016924193,0.5921329031080771,1.0399168066554676,0.14919780357879622,1368058.0,15.700865289876987,0.006537510462033905
Italy,2020-04-15 22:56:32,41.87194,12.56738,165155,21645,38092,17213699.0,7208084.0,9427258.0,9212746.0,7334964.0,5880222.0,4207000.0,60483973.0,28.45993433665477,11.917345442899393,15.586373600160162,15.231714358446657,12.127120022356996,9.7219506397174,6.955561599764619,1.189181689503102,13.105870243104961,3.57863396308308,17422186.0,28.804632261839014,0.04538076212222126
Japan,2020-04-15 22:56:32,36.204824,138.252924,8100,146,853,33993000.0,14717000.0,18796000.0,15919000.0,17125000.0,14969000.0,11010000.0,126529000.0,26.865777805878494,11.631325624955544,14.855092508436801,12.581305471472943,13.534446648594392,11.830489453010774,8.701562487651051,1.415051885338539,1.8024691358024691,0.011538856704787045,43104000.0,34.06649858925622,0.09493394970205633
Jordan,2020-04-15 22:56:32,31.24,36.51,401,7,250,5998489.0,1385590.0,1034340.0,594536.0,302731.0,163979.0,64031.0,9543696.0,62.852892631953075,14.518379462212543,10.837939515256982,6.229620054955648,3.1720520016563816,1.71819177811196,0.6709245558534136,0.2200443937023979,1.7456359102244388,0.007334684591797559,530741.0,5.561168335621755,0.007160577859903392
Kazakhstan,2020-04-15 22:56:32,48.0196,66.9237,1295,16,240,9121369.0,2825803.0,2232234.0,2000061.0,1291452.0,552974.5,252558.5,18276452.0,49.90776656213142,15.461441859722008,12.213716316492938,10.943376756057468,7.066207379856879,3.0256118638344027,1.3818792619048816,0.40703839290032884,1.2355212355212355,0.008754434394596939,2096985.0,11.473698505596163,0.013712712302318417
Kenya,2020-04-15 22:56:32,-0.0236,37.9062,225,10,53,27717749.0,4528138.0,2748914.0,1668159.0,984541.0,557809.0,383701.0,38589011.0,71.82808857164025,11.73426807958359,7.123566862078948,4.322886119056019,2.5513506941134096,1.4455125579663082,0.9943271155614741,0.20816823214256516,4.444444444444445,0.0025914113217361283,1926051.0,4.991190367641192,0.028953103472927937
Kuwait,2020-04-15 22:56:32,29.31166,47.481766,1405,3,206,1532136.0,744423.0,477261.0,211590.0,68566.0,24499.0,7926.0,3066401.0,49.96528503610585,24.276766150284974,15.5642070296742,6.900271686579805,2.2360415353373546,0.7989496481379963,0.258478913879822,0.15394799962561975,0.21352313167259787,0.009783456240719983,100991.0,3.293470097355173,0.0023007022761606846
Kyrgyzstan,2020-04-15 22:56:32,41.20438,74.766098,449,5,78,3692968.0,953896.0,671759.0,570264.0,328396.0,109278.0,62939.0,6389500.0,57.79744893966664,14.929118084357148,10.513483058142265,8.925017607011505,5.13961968855153,1.7102746693794506,0.9850379528914625,0.2827015102903201,1.1135857461024499,0.007825338445887784,500613.0,7.834932310822443,0.004794003521890547
Laos,2020-04-15 22:56:32,19.85627,102.495496,19,0,1,4048833.0,916317.0,639777.0,465025.0,246080.0,118505.0,59009.0,6493546.0,62.35164885256839,14.111195947483857,9.852505857354364,7.161341430398737,3.789608944019185,1.8249658969074833,0.9087330712679944,0.25335551638503834,0.0,0.0,423594.0,6.523307912194662,0.004872068611559319
Latvia,2020-04-15 22:56:32,56.8796,24.6032,666,5,44,616828.0,264821.0,262146.0,275831.0,237452.0,173019.0,104332.0,1934429.0,31.886825518021077,13.68987954585048,13.551595845595779,14.259039747646462,12.275043436590332,8.944189732474026,5.393426173821836,1.0413301289424424,0.7507507507507507,0.02584742060835523,514803.0,26.612659342886197,0.001451390474817624
Lebanon,2020-04-15 22:56:32,33.8547,35.8623,658,21,85,1965309.0,526325.0,441755.0,323275.0,262044.0,176574.0,63852.0,3759134.0,52.280897674836815,14.001230070542844,11.75150978922273,8.599720041903268,6.970860841885392,4.697198876124128,1.698582705484827,0.48899203912390454,3.1914893617021276,0.0558639303626846,502470.0,13.36664242349435,0.0028204556906265745
Liberia,2020-04-15 22:56:32,6.4280550000000005,-9.429499,59,6,4,2468555.0,423168.0,274544.0,139400.0,92637.0,48659.0,29645.0,3476608.0,71.00469768233864,12.171864069805972,7.896892603365119,4.009655388240492,2.66457995839623,1.399611345311292,0.852698952542248,0.19765369003350394,10.16949152542373,0.01725820109716137,170941.0,4.91689025624977,0.0026084781275894594
Libya,2020-04-15 22:56:32,26.3351,17.228331,48,1,9,3358604.0,883628.0,480991.0,254896.0,175145.0,103526.0,41362.0,5298152.0,63.391990263774986,16.678041702087825,9.078467359939843,4.811035998967187,3.3057752967449785,1.9540020746856641,0.7806873037995135,0.23481885759411963,2.083333333333333,0.0018874505676696328,320033.0,6.040464675230156,0.003975171664060011
Liechtenstein,2020-04-15 22:56:32,47.14,9.55,79,1,55,12254.0,4788.0,5730.0,6260.0,4680.0,3036.0,1429.0,38177.0,32.097859968043586,12.541582628284045,15.009036854650706,16.397307279251905,12.258689787044556,7.952432092621212,3.7430913901039893,0.88847735547581,1.2658227848101267,0.2619378159624905,9145.0,23.954213269769756,2.864397409112065e-05
Lithuania,2020-04-15 22:56:32,55.1694,23.8813,1091,30,138,919678.0,346610.0,381161.0,431278.0,333514.0,238137.0,158523.0,2808901.0,32.74155977729368,12.339701541634966,13.569755573443137,15.353976519642378,11.873469374677143,8.477942084822498,5.6435951284861945,1.0363177627121782,2.749770852428964,0.10680333696346007,730174.0,25.995006587985834,0.0021075015708023914
Luxembourg,2020-04-15 22:56:32,49.8153,6.1296,3373,69,526,212795.0,93391.0,91457.0,85824.0,58477.0,36305.0,23784.0,602033.0,35.34606906930351,15.512604790767284,15.191359942062977,14.255696946845106,9.713254921241859,6.030400326892379,3.950614002886885,0.7771769986030665,2.045656685443226,1.1461165750050246,118566.0,19.694269251021122,0.0004517017485396872
Malawi,2020-04-15 22:56:32,-13.254307999999998,34.301525,16,2,0,9628698.0,1450877.0,784421.0,527848.0,338508.0,212789.0,136554.0,13079695.0,73.61561565464638,11.092590461780645,5.997242290435671,4.035629271171843,2.588041999450293,1.6268651524366584,1.0440151700785072,0.2171772736290869,12.5,0.0015290876430987116,687851.0,5.258922321965458,0.00981361669852949
Malaysia,2020-04-15 22:56:32,4.210483999999999,101.975766,5072,83,2647,16347885.0,4404087.0,3521858.0,2624312.0,1499632.0,686716.0,252305.0,29336795.0,55.72484997083015,15.01216134891354,12.004917374239415,8.945462515588359,5.111778570222139,2.3408010316055314,0.860029188600868,0.3020521532771388,1.6364353312302837,0.02829211575429422,2438653.0,8.312608790428538,0.022011221308550117
Maldives,2020-04-15 22:56:32,3.2028,73.2207,22,0,16,283538.041278,122193.122386,62425.071803000006,36364.86350100001,17339.028805,8068.043272,4012.78725,533940.958295,53.10288279501991,22.885137483401085,11.69138101005363,6.810652551758088,3.2473681847460494,1.511036594338665,0.7515413806825721,0.22961520443738562,0.0,0.0,29419.859327000002,5.509946159767287,0.0004006126981059306
Mali,2020-04-15 22:56:32,17.570692,-3.996166000000001,148,13,34,10418963.0,1464747.0,992490.0,664483.0,416392.0,210483.0,85594.0,14253152.0,73.0993607589395,10.276653192220218,6.9633018717544015,4.6620073931717,2.9214029289802004,1.4767470381288295,0.600526816805153,0.18644708202087512,8.783783783783784,0.009120789562898088,712469.0,4.998676783914183,0.010694054446520274
Malta,2020-04-15 22:56:32,35.9375,14.3754,399,3,44,160138.0,75127.0,61835.0,59051.0,59335.0,40276.0,19939.0,475701.0,33.663582796756785,15.792903525533896,12.998711375422797,12.41346980561319,12.473171172648364,8.466662882777207,4.1914984412477585,0.9313974534423934,0.7518796992481203,0.06306482433293183,119550.0,25.13133249667333,0.000356915606755905
Mauritania,2020-04-15 22:56:32,21.0079,-10.9408,7,1,2,2485496.0,392482.0,276149.0,184210.0,109294.0,60197.0,29540.0,3537368.0,70.26399288962867,11.095311542367094,7.806623455631419,5.207544140162969,3.089698329379358,1.7017454785591999,0.8350841642712887,0.21937870190491915,14.285714285714285,0.0028269606102616406,199031.0,5.626527972209846,0.0026540659911140027
Mauritius,2020-04-15 22:56:32,-20.348404,57.552152,324,9,65,518323.0,182428.0,172181.0,180356.0,131091.0,56580.0,24344.0,1265303.0,40.964338186189394,14.417732353436291,13.607886806559378,14.253977110620935,10.360443308835908,4.471656196183839,1.9239660381742556,0.5712549484194696,2.7777777777777777,0.07112920778659342,212015.0,16.756065543194,0.0009493492508425815
Mexico,2020-04-15 22:56:32,23.6345,-102.5528,5399,406,2125,65598942.0,18616022.0,16029594.0,12397632.0,7878236.0,4082445.0,1974820.0,126577691.0,51.82504237654327,14.707190384757455,12.663838211427002,9.794484242882895,6.2240320057663245,3.225248436551114,1.5601643420719373,0.4109269610550883,7.519911094647156,0.032075162439169476,13935501.0,11.009444784389375,0.09497048226727808
Moldova,2020-04-15 22:56:32,47.4116,28.3699,2049,46,171,1020041.0,416064.0,341298.0,376707.0,351174.0,137631.0,63132.0,2706047.0,37.69487374018263,15.375342704690642,12.61241951821236,13.920933376249561,12.977379919860962,5.086053568175275,2.3329971726285614,0.6650082943866089,2.2449975597852614,0.1699896564989448,551937.0,20.396430660664798,0.002030330831583277
Monaco,2020-04-15 22:56:32,43.7333,7.4167,93,3,12,8923.122344,3161.528869,3855.000946,5287.794748,4867.354858999999,4514.593665,6698.604562799999,37307.9999938,23.91745026665295,8.474131203831341,10.332907008257319,14.173353567274441,13.046410581668482,12.100872911306569,17.954874461008906,2.0842851075850373,3.225806451612903,0.804117079580399,16080.553086799999,43.102157953983955,2.799196859925967e-05
Mongolia,2020-04-15 22:56:32,46.8625,103.8467,30,0,5,1763291.0,531995.0,408995.5,294755.5,132639.5,55626.0,20886.5,3208189.0,54.962192065367724,16.582408330681268,12.74848520458115,9.187597738163182,4.134404176312556,1.7338754044727414,0.6510370804213842,0.24952865931527105,0.0,0.0,209152.0,6.519316661206681,0.002407084962029973
Montenegro,2020-04-15 22:56:32,42.708678000000006,19.37439,288,4,55,233706.0,90781.0,82155.0,83322.0,74310.0,38487.0,19599.0,622360.0,37.55157786490134,14.586573687254964,13.200559161899866,13.38807121280288,11.940034706600681,6.184041390834887,3.1491419757053793,0.753091940356064,1.3888888888888888,0.06427148274310689,132396.0,21.27321807314095,0.00046695297470597085
Morocco,2020-04-15 22:56:32,31.7917,-7.0926,2024,127,229,17839185.0,4094922.0,3350153.0,1986751.0,1275955.0,1336440.0,386778.0,30270184.0,58.933189834591026,13.527905875960316,11.06750127452149,6.563392544954468,4.215220495521269,4.415037582857111,1.277752391594316,0.39592207302076526,6.274703557312253,0.041955476715965785,2999173.0,9.908010469972696,0.022711537476214863
Mozambique,2020-04-15 22:56:32,-18.665695,35.529562,29,0,2,14717617.0,2289141.0,1405501.0,917188.0,541337.0,270077.0,111362.0,20252223.0,72.6716123953405,11.303159164305074,6.939983823010441,4.528826292303813,2.672975702469798,1.3335671842049142,0.5498754383654575,0.17338750417670198,0.0,0.0,922776.0,4.55641832504017,0.015195121431741565
N. Macedonia,2020-04-15 22:56:32,41.6086,21.7453,974,45,98,763779.0,323960.0,296101.0,281173.0,233258.0,125520.0,51489.0,2075280.0,36.80366022898115,15.610423653675648,14.268002390038934,13.548677768783007,11.239832697274585,6.048340464901122,2.481062796345553,0.6913857889055934,4.620123203285421,0.21683820978374002,410267.0,19.769235958521257,0.0015570701352076084
Namibia,2020-04-15 22:56:32,-22.9576,18.4904,16,0,3,1401824.0,273985.0,178591.0,109374.0,71909.0,41333.0,36061.0,2113077.0,66.34041258316662,12.96616261499226,8.451703369067951,5.17605368853099,3.403046836438047,1.9560574460845488,1.7065634617195684,0.30015082271019944,0.0,0.0,149303.0,7.065667744242164,0.0015854289975782002
Nepal,2020-04-15 22:56:32,28.1667,84.25,16,0,1,16617651.0,3339624.0,2559080.0,1823739.0,1311276.0,630288.0,212846.0,26494504.0,62.72112510579553,12.604968939973363,9.658908881630696,6.883461566217658,4.9492377739926745,2.3789386659210527,0.8033590664690307,0.2841725061167403,0.0,0.0,2154410.0,8.131535506382757,0.019878667421041267
Netherlands,2020-04-15 22:56:32,12.5211,-69.9683,28316,3145,304,5985594.0,2078145.0,2307135.0,2491356.0,2079275.0,1460665.0,778914.0,17181084.0,34.83827912138722,12.095540653895878,13.428343636524914,14.500575167434137,12.102117654508877,8.501588141935631,4.533555624313344,0.9570422448315834,11.106794745020483,1.8305014980428476,4318854.0,25.137261420757852,0.012890864262602289
New Zealand,2020-04-15 22:56:32,-40.9006,174.886,1386,9,728,1997170.0,628370.0,615530.0,625520.0,509190.0,333670.0,176080.0,4885530.0,40.87929047616123,12.8618594093169,12.599042478502845,12.803523875608175,10.422410669876145,6.8297605377512784,3.6041125527834237,0.7861869643621061,0.6493506493506493,0.018421747486966615,1018940.0,20.856283760410847,0.0036655838526178765
Nicaragua,2020-04-15 22:56:32,12.865416,-85.207229,9,1,4,3466062.0,632253.0,451622.0,278984.0,165848.0,96194.0,51135.0,5142098.0,67.40559981548387,12.295623303951034,8.782835332971095,5.425489751459424,3.2252983120897345,1.8707150272126278,0.9944384568322112,0.24320020738616804,11.11111111111111,0.0019447315084232157,313177.0,6.090451796134574,0.0038580852839668733
Niger,2020-04-15 22:56:32,17.607789,8.081666,584,14,90,12974695.0,1627346.0,1081951.0,696880.0,414139.0,244485.0,102898.0,17142394.0,75.68776566446903,9.493108138804883,6.3115513504123175,4.065243162652778,2.415876102252696,1.4262010311978597,0.6002545502104315,0.17284874563027777,2.3972602739726026,0.008166887308738791,761522.0,4.442331683660987,0.012861835387688455
Nigeria,2020-04-15 22:56:32,9.082,8.6753,407,12,128,99282221.0,16799293.0,11047763.0,6315466.0,3601334.0,1910435.0,1475278.0,140431790.0,70.69782490132755,11.962599778867734,7.866995784928754,4.497176885661003,2.564472047247991,1.3604006614171904,1.0505299405497859,0.21042076797568413,2.9484029484029484,0.0008545073732948928,6987047.0,4.975402649214968,0.10536512964166111
Norway,2020-04-15 22:56:32,60.472,8.4689,6740,150,32,1974838.0,708384.0,735068.0,680725.0,572322.0,401530.0,222752.0,5295619.0,37.291919981403495,13.376793156758445,13.88068137077082,12.854493497360743,10.807461790585766,7.582305298020874,4.206344905099857,0.869683336357846,2.225519287833828,0.2832530059281077,1196604.0,22.596111993706497,0.003973271169354487
Oman,2020-04-15 22:56:32,21.512583,55.92325500000001,910,4,131,1725788.0,512347.0,275503.0,146220.0,65087.0,33077.0,15457.0,2773479.0,62.224664401641405,18.473080199994303,9.933480657326053,5.27207885835804,2.3467637577208986,1.1926176473663583,0.5573144775929437,0.17610553388001138,0.43956043956043955,0.014422319404617811,113621.0,4.0966958826802005,0.002080924656685104
Pakistan,2020-04-15 22:56:32,30.3753,69.3451,6383,111,1446,104018342.66,16784741.868,13054144.396000002,8130292.144,4972174.409,2118244.3173,782448.2018,149860387.99609998,69.41016505489563,11.200252509980698,8.710870544616318,5.425244290847282,3.3178710368275555,1.4134784686098145,0.5221180942227127,0.18975224270465682,1.7389942033526555,0.007406893942039487,7872866.9281,5.253467599660082,0.11243935015966619
Panama,2020-04-15 22:56:32,8.538,-80.7821,3574,95,72,2124907.0,607864.0,549248.0,426535.0,273752.0,152945.0,89741.0,4224992.0,50.29375203550681,14.38734085176966,12.999977278063485,10.095522074361323,6.479349546697366,3.620006854450849,2.1240513591505024,0.47355164222796164,2.6580861779518745,0.22485249676212407,516438.0,12.223407760298716,0.003169986153526784
Papua N.G.,2020-04-15 22:56:32,-6.314993,143.95555,2,0,0,3552620.0,714597.0,451125.0,259721.0,146724.0,51998.0,14001.0,5190786.0,68.44088737235555,13.766643433191042,8.69088034066517,5.0035004332677175,2.826623944812982,1.0017365385511945,0.26972793715633814,0.14736596731207952,0.0,0.0,212723.0,4.098088420520515,0.0038946155983066192
Paraguay,2020-04-15 22:56:32,-23.4425,-58.4438,161,8,23,3324427.0,640713.0,511801.0,318024.0,195371.0,118639.0,54223.0,5163198.0,64.3869748942419,12.409227769301118,9.912480598264874,6.159438394576385,3.7839145428860173,2.2977813362958384,1.0501824644338644,0.2781359149891211,4.968944099378882,0.015494273122975334,368233.0,7.13187834361572,0.0038739164873962326
Peru,2020-04-15 22:56:32,-9.19,-75.0152,11475,254,3108,15071585.0,4379777.0,3660378.0,2772568.0,1846407.0,1078066.0,573103.0,29381884.0,51.29550235784745,14.906385853269313,12.457941771194795,9.436317970624348,6.284168162940131,3.669152053013346,1.950531831110626,0.4575839520706025,2.213507625272331,0.08644782615029042,3497576.0,11.903852047064102,0.022045051314778855
Philippines,2020-04-15 22:56:32,12.879721,121.774017,5453,349,353,60174919.0,14084581.0,11133653.0,8037381.0,4677308.0,1793654.0,792283.0,100693779.0,59.76031448775003,13.987538395991672,11.05694225658171,7.982003535690124,4.645081400708976,1.7812957441988546,0.7868241790786301,0.25989577370018063,6.400146708234001,0.03465953939418641,7263245.0,7.21320132398646,0.07554993836113442
Poland,2020-04-15 22:56:32,51.9194,19.1451,7582,286,668,12496426.0,6123193.0,5241089.0,4866444.0,5095197.0,2516659.0,1637679.0,37976687.0,32.905519114924374,16.12355759205641,13.800806268329833,12.81429314779354,13.416644269153863,6.626852416062517,4.312327191679464,0.877873412180478,3.772091796359799,0.0753093601872117,9249535.0,24.355823876895844,0.02849368044881993
Portugal,2020-04-15 22:56:32,39.3999,-8.2245,18091,599,383,3066564.0,1296718.0,1579162.0,1476210.0,1278985.0,946500.0,646888.0,10291027.0,29.79842536609806,12.600472236638774,15.345037963655134,14.344632464767606,12.428157073147315,9.197332783210072,6.285942112483039,1.119819537933386,3.311038637996794,0.5820604687948054,2872373.0,27.91143196884043,0.007721295826257251
Qatar,2020-04-15 22:56:32,25.3548,51.1839,3711,7,406,1188727.0,886212.0,443236.0,175459.0,50049.0,12288.0,4199.0,2760170.0,43.06716615280943,32.1071528202973,16.05828626497643,6.356818601752791,1.813257879043682,0.445189970182996,0.1521283109373698,0.13088798878329957,0.18862840204796552,0.025360756764981868,66536.0,2.410576160164048,0.0020709389938205853
Romania,2020-04-15 22:56:32,45.9432,24.9668,7216,372,1217,6340634.0,2755849.0,3150010.0,2382990.0,2538635.0,1478394.0,884119.0,19530631.0,32.46507498912862,14.110394077897432,16.128562359301142,12.201295493217808,12.998223150086652,7.569617182363437,4.5268327480049155,0.9254429823593513,5.155210643015521,0.1904700365287737,4901148.0,25.094673080455003,0.01465371528268952
Russia,2020-04-15 22:56:32,61.52401,105.318756,24490,198,1986,53569774.0,21650532.0,19235579.0,21796855.0,12709367.0,9853932.0,4385691.0,143201730.0,37.40860812226221,15.118903940615802,13.43250462127797,15.22108357210489,8.875149064190776,6.88115429890407,3.062596380644284,0.7389595530724385,0.8084932625561453,0.013826648602639088,26948990.0,18.818899743739127,0.10744339900787529
Rwanda,2020-04-15 22:56:32,-1.9403,29.8739,136,0,54,7397637.0,1270550.0,756416.0,579632.0,278892.0,152513.0,84970.0,10520610.0,70.3156661068132,12.07677121383646,7.1898492577901845,5.509490419281772,2.650910926267583,1.4496592878169612,0.8076527881938405,0.20155459616885335,0.0,0.0,516375.0,4.908223002278385,0.0078935505739787
Saint Lucia,2020-04-15 22:56:32,13.9094,-60.9789,15,0,11,76777.11517,28618.01532,25699.825940000002,22803.620779999997,13887.449246999999,7448.634802,3461.0,178695.66125900001,42.96529340951367,16.014946931767575,14.381896996788795,12.761149666050715,7.771564876928738,4.168335565352093,1.9368125535984084,0.5167038489159157,0.0,0.0,24797.084048999997,13.87671299587924,0.00013407428271730278
San Marino,2020-04-15 22:56:32,43.9424,12.4578,372,36,53,9894.0,4050.0,5903.0,5875.0,4002.0,2770.0,1982.0,34476.0,28.698224852071007,11.747302471284373,17.1220559229609,17.04084000464091,11.608075182735817,8.034574776656225,5.748926789650772,1.0305632904049193,9.67741935483871,10.442046641141664,8754.0,25.39157674904281,2.5867135991970965e-05
Sao Tome & P.,2020-04-15 22:56:32,0.18636,6.613081,4,0,0,123865.0,22253.0,14190.0,9180.0,4586.0,3289.0,1605.0,178968.0,69.21069688435921,12.434066425282731,7.928791739305351,5.129408609360333,2.5624692682490724,1.8377587054668991,0.896808367976398,0.22291135845514284,0.0,0.0,9480.0,5.29703634169237,0.00013427861684102158
Saudi Arabia,2020-04-15 22:56:32,23.885942,45.079162,5862,79,931,16299463.0,6835445.0,5617841.0,2824195.0,1185165.0,451097.0,200454.0,33413660.0,48.78083693914405,20.457037630717497,16.813007015693582,8.452216847840074,3.546947565756041,1.3500376792006623,0.5999163216480924,0.2255287208884031,1.3476629136813374,0.023643025038262794,1836716.0,5.496901566604795,0.025070068662532793
Senegal,2020-04-15 22:56:32,14.4974,-14.4524,314,2,190,8978087.0,8860856.0,981240.0,694361.0,403976.0,208755.0,98630.0,20225905.0,44.389049587645154,43.80944140694817,4.851402199308263,3.433028089472387,1.9973197738247066,1.0321169806740416,0.4876419621272818,0.17184400401366468,0.6369426751592357,0.0009888309076899154,711361.0,3.5170787166260298,0.015175375194212946
Serbia,2020-04-15 22:56:32,44.0165,21.0059,4873,99,0,2181203.0,967875.0,966253.0,958561.0,1034478.0,578595.0,314479.0,7001444.0,31.15361631114953,13.823934034179237,13.800767384556673,13.690904333448927,14.77520922826777,8.263938124763976,4.49163058363389,0.9827631985630392,2.0316027088036117,0.1413994027517752,1927552.0,27.530777936665636,0.005253141434278024
Seychelles,2020-04-15 22:56:32,-4.6796,55.492,11,0,0,32900.0,17313.0,15298.0,15280.0,9675.0,3614.0,1763.0,95843.0,34.32697223584404,18.063917030977745,15.961520403159332,15.942739688866167,10.094633932577237,3.770750080861409,1.839466627714074,0.5437997558507142,0.0,0.0,15052.0,15.704850641152717,7.19104279753589e-05
Sierra Leone,2020-04-15 22:56:32,8.460555000000001,-11.779889,13,0,0,5038882.0,855375.0,541403.0,297242.0,186404.0,105296.0,67511.0,7092113.0,71.04909354941185,12.060933039278984,7.633874417962602,4.191162774761203,2.628328116035376,1.484691515772521,0.9519165867774527,0.20826410972301204,0.0,0.0,359211.0,5.064936218585349,0.005321169841090184
Singapore,2020-04-15 22:56:32,1.2833,103.8333,3699,10,652,1364791.0,4926042.0,611478.0,613355.0,483789.0,228873.0,106880.0,8335208.0,16.373808548029032,59.09920904193393,7.33608567416674,7.358604608307314,5.804162295649971,2.745858291718695,1.2822715401943179,0.3933276050219743,0.2703433360367667,0.011997301087147435,819542.0,9.832292127562983,0.006253856562749864
Slovakia,2020-04-15 22:56:32,48.669,19.699,863,6,151,1826341.0,874811.0,811753.0,718405.0,677096.0,358506.0,176208.0,5443120.0,33.55320110524846,16.071866870471347,14.913376886785521,13.198404591484294,12.439483237554931,6.5864063257837415,3.237260982671703,0.7866693734475816,0.6952491309385863,0.01102308969855524,1211810.0,22.263150546010376,0.004083940284853724
Slovenia,2020-04-15 22:56:32,46.1512,14.9955,1248,61,165,622707.0,293359.0,299618.0,303469.0,272674.0,166800.0,108253.0,2066880.0,30.12787389688806,14.193325205140114,14.496148784641585,14.682468261340764,13.192541415079734,8.07013469577334,5.237507741136399,1.009423817541415,4.887820512820513,0.2951308252051401,547727.0,26.500183851989473,0.0015507676655959204
Somalia,2020-04-15 22:56:32,5.152149,46.199616,80,5,2,3034169.0,794382.0,560928.0,299358.0,132084.0,41857.0,16932.0,4879710.0,62.17928934301423,16.279287088781917,11.49510934051409,6.13474981095188,2.706800199192165,0.8577763842523428,0.3469878332933719,0.1547829071809595,6.25,0.010246510550831913,190873.0,3.9115644167378796,0.0036612171415297784
South Africa,2020-04-15 22:56:32,-30.5595,22.9375,2506,34,410,30537427.0,7496777.0,5568900.0,4015696.0,2343573.0,1229596.0,578583.0,51770552.0,58.98609502946772,14.48077470759825,10.756887428976999,7.756718529870031,4.526845686327625,2.37508767532554,1.1175909424338377,0.30676253944520426,1.3567438148443736,0.006567440115376788,4151752.0,8.019524304087003,0.038843134614323135
South Korea,2020-04-15 22:56:32,35.90775700000001,127.766922,10591,225,7616,16400577.0,7467083.0,8512524.0,8463461.0,5749217.0,3376657.0,1637114.0,51606633.0,31.779978748080694,14.469231116085407,16.495019157711763,16.39994804543827,11.140461343409093,6.543067826184282,3.1722937630904924,0.7734280300751262,2.12444528373147,0.04359904665743258,10762988.0,20.855822932683864,0.03872014717190905
Spain,2020-04-15 22:56:32,40.463667,-3.74922,177644,18708,70853,14016234.0,6431119.0,7740481.0,6797280.0,5119970.0,3665248.0,2888115.0,46658447.0,30.04007827350105,13.783397034196188,16.589667032852592,14.568165974319719,10.9732970752327,7.855486488866635,6.189908121031118,1.036704487828324,10.5311747089685,4.0095633701653215,11673333.0,25.018691685130456,0.03500755289834
Sri Lanka,2020-04-15 22:56:32,7.873054,80.77179699999998,238,7,63,9861646.0,3048492.0,2645039.0,2283689.0,1551199.0,695600.0,275963.0,20361628.0,48.43250254842098,14.971749803110047,12.990311973089774,11.215650339943348,7.618246438840745,3.4162297828051864,1.355309113789919,0.4315784965720815,2.941176470588235,0.0034378390568769843,2522762.0,12.38978533543585,0.015277207346963795
St Kitts,2020-04-15 22:56:32,17.357822,-62.782998,14,0,0,23120.0,6010.0,4400.0,2490.0,1660.0,1510.0,1220.0,40410.0,57.21356099975253,14.872556297946051,10.888393961890621,6.161841128433556,4.1078940856223705,3.7366988369215544,3.0190546894333083,0.4900767136847315,0.0,0.0,4390.0,10.863647611977232,3.0319380596227716e-05
St Vincent & G.,2020-04-15 22:56:32,12.9843,-61.2872,12,0,1,54459.095437,15614.452197,14814.389423,11732.713824,6749.254524,4571.816897000001,2665.9140580000003,110607.63636,49.236288948214536,14.116974840849949,13.393640720052,10.60750795344091,6.10197880192727,4.13336460976337,2.4102441257519702,0.5127425846775414,0.0,0.0,13986.985479,12.64558753744261,8.298824606899271e-05
Sudan,2020-04-15 22:56:32,12.8628,30.2176,32,5,4,27515642.0,4847230.0,3335289.0,2075061.0,1128916.0,529443.0,216042.0,39647623.0,69.40048335306255,12.2257770661308,8.412330292789557,5.233758906555382,2.8473737252798235,1.335371353788347,0.5449053023935382,0.18093789884957293,15.625,0.0012611096508862588,1874401.0,4.727650381461709,0.02974737370632892
