Country_Region,Age,relative_pop,Values
Russia,40s,0.10744339900787529,19235579.0
Russia,50s,0.10744339900787529,21796855.0
Russia,60+,0.10744339900787529,26948990.0
Rwanda,<30,0.0078935505739787,7397637.0
Rwanda,30s,0.0078935505739787,1270550.0
Rwanda,40s,0.0078935505739787,756416.0
Rwanda,50s,0.0078935505739787,579632.0
Rwanda,60+,0.0078935505739787,516375.0
Saint Lucia,<30,0.00013407428271730278,76777.11517
Saint Lucia,30s,0.00013407428271730278,28618.01532
Saint Lucia,40s,0.00013407428271730278,25699.825940000002
Saint Lucia,50s,0.00013407428271730278,22803.620779999997
Saint Lucia,60+,0.00013407428271730278,24797.084048999997
San Marino,<30,2.5867135991970965e-05,9894.0
San Marino,30s,2.5867135991970965e-05,4050.0
San Marino,40s,2.5867135991970965e-05,5903.0
San Marino,50s,2.5867135991970965e-05,5875.0
San Marino,60+,2.5867135991970965e-05,8754.0
Sao Tome & P.,<30,0.00013427861684102158,123865.0
Sao Tome & P.,30s,0.00013427861684102158,22253.0
Sao Tome & P.,40s,0.00013427861684102158,14190.0
Sao Tome & P.,50s,0.00013427861684102158,9180.0
Sao Tome & P.,60+,0.00013427861684102158,9480.0
Saudi Arabia,<30,0.025070068662532793,16299463.0
Saudi Arabia,30s,0.025070068662532793,6835445.0
Saudi Arabia,40s,0.025070068662532793,5617841.0
Saudi Arabia,50s,0.025070068662532793,2824195.0
Saudi Arabia,60+,0.025070068662532793,1836716.0
Senegal,<30,0.015175375194212946,8978087.0
Senegal,30s,0.015175375194212946,8860856.0
Senegal,40s,0.015175375194212946,981240.0
Senegal,50s,0.015175375194212946,694361.0
Senegal,60+,0.015175375194212946,711361.0
Serbia,<30,0.005253141434278024,2181203.0
Serbia,30s,0.005253141434278024,967875.0
Serbia,40s,0.005253141434278024,966253.0
Serbia,50s,0.005253141434278024,958561.0
Serbia,60+,0.005253141434278024,1927552.0
Seychelles,<30,7.19104279753589e-05,32900.0
Seychelles,30s,7.19104279753589e-05,17313.0
Seychelles,40s,7.19104279753589e-05,15298.0
Seychelles,50s,7.19104279753589e-05,15280.0
Seychelles,60+,7.19104279753589e-05,15052.0
Sierra Leone,<30,0.005321169841090184,5038882.0
Sierra Leone,30s,0.005321169841090184,855375.0
Sierra Leone,40s,0.005321169841090184,541403.0
Sierra Leone,50s,0.005321169841090184,297242.0
Sierra Leone,60+,0.005321169841090184,359211.0
Singapore,<30,0.006253856562749864,1364791.0
Singapore,30s,0.006253856562749864,4926042.0
Singapore,40s,0.006253856562749864,611478.0
Singapore,50s,0.006253856562749864,613355.0
Singapore,60+,0.006253856562749864,819542.0
Slovakia,<30,0.004083940284853724,1826341.0
Slovakia,30s,0.004083940284853724,874811.0
Slovakia,40s,0.004083940284853724,811753.0
Slovakia,50s,0.004083940284853724,718405.0
Slovakia,60+,0.004083940284853724,1211810.0
Slovenia,<30,0.0015507676655959204,622707.0
Slovenia,30s,0.0015507676655959204,293359.0
Slovenia,40s,0.0015507676655959204,299618.0
Slovenia,50s,0.0015507676655959204,303469.0
Slovenia,60+,0.0015507676655959204,547727.0
Somalia,<30,0.0036612171415297784,3034169.0
Somalia,30s,0.0036612171415297784,794382.0
Somalia,40s,0.0036612171415297784,560928.0
Somalia,50s,0.0036612171415297784,299358.0
Somalia,60+,0.0036612171415297784,190873.0
South Africa,<30,0.038843134614323135,30537427.0
South Africa,30s,0.038843134614323135,7496777.0
South Africa,40s,0.038843134614323135,5568900.0
South Africa,50s,0.038843134614323135,4015696.0
South Africa,60+,0.038843134614323135,4151752.0
South Korea,<30,0.03872014717190905,16400577.0
South Korea,30s,0.03872014717190905,7467083.0
South Korea,40s,0.03872014717190905,8512524.0
South Korea,50s,0.03872014717190905,8463461.0
South Korea,60+,0.03872014717190905,10762988.0
Spain,<30,0.03500755289834,14016234.0
Spain,30s,0.03500755289834,6431119.0
Spain,40s,0.03500755289834,7740481.0
Spain,50s,0.03500755289834,6797280.0
Spain,60+,0.03500755289834,11673333.0
Sri Lanka,<30,0.015277207346963795,9861646.0
Sri Lanka,30s,0.015277207346963795,3048492.0
Sri Lanka,40s,0.015277207346963795,2645039.0
Sri Lanka,50s,0.015277207346963795,2283689.0
Sri Lanka,60+,0.015277207346963795,2522762.0
St Kitts,<30,3.0319380596227716e-05,23120.0
St Kitts,30s,3.0319380596227716e-05,6010.0
St Kitts,40s,3.0319380596227716e-05,4400.0
St Kitts,50s,3.0319380596227716e-05,2490.0
St Kitts,60+,3.0319380596227716e-05,4390.0
St Vincent & G.,<30,8.298824606899271e-05,54459.095437
St Vincent & G.,30s,8.298824606899271e-05,15614.452197
St Vincent & G.,40s,8.298824606899271e-05,14814.389423
St Vincent & G.,50s,8.298824606899271e-05,11732.713824
St Vincent & G.,60+,8.298824606899271e-05,13986.985479
Sudan,<30,0.02974737370632892,27515642.0
Sudan,30s,0.02974737370632892,4847230.0
Sudan,40s,0.02974737370632892,3335289.0
Sudan,50s,0.02974737370632892,2075061.0
Sudan,60+,0.02974737370632892,1874401.0
Suriname,<30,0.0004375714616114824,293500.0
Suriname,30s,0.0004375714616114824,84400.0
Suriname,40s,0.0004375714616114824,75400.0
Suriname,50s,0.0004375714616114824,61200.0
Suriname,60+,0.0004375714616114824,68700.0
Sweden,<30,0.007593156865229616,3690437.0
Sweden,30s,0.007593156865229616,1290686.0
Sweden,40s,0.007593156865229616,1298352.0
Sweden,50s,0.007593156865229616,1269914.0
Sweden,60+,0.007593156865229616,2570853.0
Switzerland,<30,0.006391625547285359,2756824.0
Switzerland,30s,0.006391625547285359,1207527.0
Switzerland,40s,0.006391625547285359,1214020.0
Switzerland,50s,0.006391625547285359,1284810.0
Switzerland,60+,0.006391625547285359,2055647.0
Tanzania,<30,0.033709901415877486,31680825.0
Tanzania,30s,0.033709901415877486,5350630.0
Tanzania,40s,0.033709901415877486,3405033.0
Tanzania,50s,0.033709901415877486,1984867.0
Tanzania,60+,0.033709901415877486,2507568.0
Thailand,<30,0.04950564242434911,27370497.599999998
Thailand,30s,0.04950564242434911,11009765.8
Thailand,40s,0.04950564242434911,10938077.6
Thailand,50s,0.04950564242434911,8155120.8
Thailand,60+,0.04950564242434911,8508196.5
Timor-Leste,<30,0.0008880802426889572,799482.0
Timor-Leste,30s,0.0008880802426889572,121285.0
Timor-Leste,40s,0.0008880802426889572,103194.0
Timor-Leste,50s,0.0008880802426889572,62740.0
Timor-Leste,60+,0.0008880802426889572,96942.0
Togo,<30,0.004635095003865848,4249165.0
Togo,30s,0.004635095003865848,776388.0
Togo,40s,0.004635095003865848,520030.0
Togo,50s,0.004635095003865848,294183.0
Togo,60+,0.004635095003865848,337939.0
Trinidad & T.,<30,0.0010178736269219305,622685.6714100001
Trinidad & T.,30s,0.0010178736269219305,202387.74692
Trinidad & T.,40s,0.0010178736269219305,186204.40923
Trinidad & T.,50s,0.0010178736269219305,163855.01756
Trinidad & T.,60+,0.0010178736269219305,181500.18811
Tunisia,<30,0.00824029369466374,5298333.0
Tunisia,30s,0.00824029369466374,1800767.0
Tunisia,40s,0.00824029369466374,1410804.0
Tunisia,50s,0.00824029369466374,1185776.0
Tunisia,60+,0.00824029369466374,1287073.0
Turkey,<30,0.05640397167259296,37727240.0
Turkey,30s,0.05640397167259296,12202240.0
Turkey,40s,0.05640397167259296,9660169.5
Turkey,50s,0.05640397167259296,7382315.5
Turkey,60+,0.05640397167259296,8203861.5
UAE,<30,0.0030784735444710724,2128164.0
UAE,30s,0.0030784735444710724,1140967.0
UAE,40s,0.0030784735444710724,567031.0
UAE,50s,0.0030784735444710724,205985.0
UAE,60+,0.0030784735444710724,60876.0
UK,<30,0.04972466652355909,24289770.0
UK,30s,0.04972466652355909,8776124.0
UK,40s,0.04972466652355909,8566903.0
UK,50s,0.04972466652355909,8911564.0
UK,60+,0.04972466652355909,15729215.0
US,<30,0.24547176318082684,127418000.0
US,30s,0.24547176318082684,43699605.0
US,40s,0.24547176318082684,40461436.0
US,50s,0.24547176318082684,42825549.0
US,60+,0.24547176318082684,72762844.0
Uganda,<30,0.025986170135291715,26234569.0
Uganda,30s,0.025986170135291715,3487576.0
Uganda,40s,0.025986170135291715,2193541.0
Uganda,50s,0.025986170135291715,1288387.0
Uganda,60+,0.025986170135291715,1430577.0
Ukraine,<30,0.031674986287945704,13740593.0
Ukraine,30s,0.031674986287945704,6885439.0
Ukraine,40s,0.031674986287945704,5934476.0
Ukraine,50s,0.031674986287945704,5976513.0
Ukraine,60+,0.031674986287945704,9679745.0
Uruguay,<30,0.002639948826236651,1484938.7599300004
Uruguay,30s,0.002639948826236651,482834.27867
Uruguay,40s,0.002639948826236651,460244.41153
Uruguay,50s,0.002639948826236651,402035.34898
Uruguay,60+,0.002639948826236651,688499.690102
Uzbekistan,<30,0.024300944532588444,18184841.0
Uzbekistan,30s,0.024300944532588444,5102182.0
Uzbekistan,40s,0.024300944532588444,3733945.0
Uzbekistan,50s,0.024300944532588444,3007048.0
Uzbekistan,60+,0.024300944532588444,2360547.0
Venezuela,<30,0.024057982828469868,16303737.0
Venezuela,30s,0.024057982828469868,4926625.0
Venezuela,40s,0.024057982828469868,4003970.0
Venezuela,50s,0.024057982828469868,3310635.0
Venezuela,60+,0.024057982828469868,3519774.0
Vietnam,<30,0.07218502357516414,45001779.0
Vietnam,30s,0.07218502357516414,16086196.0
Vietnam,40s,0.07218502357516414,12941590.0
Vietnam,50s,0.07218502357516414,10770734.0
Vietnam,60+,0.07218502357516414,11408685.0
West Bank/Gaza,<30,0.0027052615520049453,2570498.0
West Bank/Gaza,30s,0.0027052615520049453,421552.0
West Bank/Gaza,40s,0.0027052615520049453,293263.0
West Bank/Gaza,50s,0.0027052615520049453,157239.0
West Bank/Gaza,60+,0.0027052615520049453,163050.0
Zambia,<30,0.009823348762021537,9726003.0
Zambia,30s,0.009823348762021537,1523229.0
Zambia,40s,0.009823348762021537,849402.0
Zambia,50s,0.009823348762021537,479026.0
Zambia,60+,0.009823348762021537,515006.0
Zimbabwe,<30,0.009779013889479318,9111669.0
Zimbabwe,30s,0.009779013889479318,1657488.0
Zimbabwe,40s,0.009779013889479318,872800.0
Zimbabwe,50s,0.009779013889479318,633199.0
Zimbabwe,60+,0.009779013889479318,758420.0
